In-phase,Quadrature,Label
-0.8172464747643703,0.09232683916798323,0
-1.0849790177683485,0.00502460809679513,0
-0.6752483673883504,0.22676764770171554,2
0.7901366141843893,0.6357145370781256,1
0.2714546934842649,-0.8193606869874742,2
1.0737398916034833,0.6996783289733192,1
-0.871070659274075,-0.8044573190774644,4
-0.27226821786169536,1.0223044257145641,3
-1.32746115092665,-0.18885653272736427,0
0.10153457670846627,-1.1802327458525015,2
-0.7254778466235792,0.7864074307404127,4
0.7355657694333351,-0.35809299190836297,5
-0.20536141029517677,1.0986333140058349,2
-0.684857374507424,-0.402558293427947,5
-0.8212165818717303,0.6461293919299267,1
-0.7750304090954859,0.6840787700702753,3
0.8329567496068256,0.29711394612783404,4
-1.0489553370792863,0.20369449942074105,0
-0.20304248077686393,0.9375202149242258,4
-0.6126369068057276,0.7777227128622546,1
-0.6748556803851901,0.518039159153321,3
-1.1295958870350469,-0.4183845999484962,5
-0.5420035478091879,1.0535297995517352,4
-0.4477276275872021,-0.9201047507482033,5
0.888462896870281,0.7748590243567374,2
-0.4237681599805371,-0.8100942899033434,5
1.365689271676323,-0.19028557119163497,0
-1.0247752248931474,0.23966643051280478,5
0.5364605577774161,0.8397292120253241,3
-0.7462405160061523,-0.8215394049736724,1
-0.6932181930036784,0.5549259291131234,2
0.5938616845509669,0.7765878379516521,2
0.4788979404589883,-0.9539056568751156,4
-0.5592976475116608,-1.178359620843478,1
-0.17717661928942247,-0.7787805554256458,5
1.0647898589183515,-0.913678027159305,4
1.3725100812132542,-0.29993365411610906,4
1.0983644600915476,0.037837050238657244,0
0.6769132500603807,-0.5267422025487856,5
-0.7869993841010513,0.8412799084257767,4
-0.6759420582082035,0.5737225336387749,5
0.8585624997057468,-0.09111585808438706,0
-0.8894102956013767,0.12513794236559173,0
-0.8207649265491894,0.7557453023295404,1
-0.7001655158663742,0.382985070603963,1
1.0167793482045822,-0.15938011027782667,0
0.9089572979243787,-0.23005815327941595,0
0.7924839353030205,0.8828161411393922,3
-1.100433425900167,-0.4234658999747733,3
0.7448089913022277,-0.5943190092984708,5
0.6833965283745871,0.9302844868117899,1
1.1547681752334251,-0.06511911806355156,0
-1.0902330435171255,-0.08595986752944507,2
0.6484062065883092,1.0721990182661678,3
0.5008604391794576,-0.7694443541495941,3
0.5251015218502093,0.4646382938387399,2
0.8740352028890405,-0.33465255515292697,5
-0.4003077316918293,0.2417130600843121,3
1.0805586293979628,-0.20203828132354973,0
1.1077071889282615,-0.6337311546922778,2
-0.8899117591877185,-0.6689591137010633,4
-1.2759983641566532,-0.1374847820011746,0
1.0338536504975586,0.5028286723791164,3
-1.0397848360019097,-0.24653852737408846,0
-0.735409143380635,0.26906842699443756,0
0.7420601174719783,-0.9929758040685032,1
1.1169565276980613,0.7041199359566729,5
1.2895229052614263,-0.09674047599862809,0
-0.1899948031922795,1.127447954786545,3
1.0846215171846854,-0.0020104988858243838,0
-0.3921613835100622,-0.7800538791366093,3
1.1259218971446492,-0.23743384613769303,0
-1.070077759928334,-0.32217032250369015,0
0.2949032745639387,1.0818628193206663,2
-1.1220919847194093,-0.5884893528981434,3
-0.5730929451309984,-0.6871226304906706,5
-0.5523407708632343,1.0629508313174059,5
-0.6999581744965312,0.707257366740633,3
-0.6950824984622497,-0.8076494477741685,4
-0.5514790447709881,0.3191911311083566,5
0.5511350723179772,0.6702217800274191,1
1.2026574362881077,0.14255662767839294,0
0.8009006935219,-0.40973095636112405,5
-0.37239959186504346,1.0667244364509756,5
-1.023201556254881,0.0762707621014098,2
0.22964855751703594,0.8009185867127702,5
0.5846271998003634,0.4179165812096273,2
0.8272994309484116,-0.35330122963540234,3
-0.8217461489254292,0.8135835473350205,2
0.6991875103565681,0.03733880423875113,5
0.788630635993537,0.07411782117029145,0
0.6973910776457511,0.38783365174618367,1
0.8380590104453067,1.071922872550235,2
-0.03212636567496591,-1.0768743909061929,4
-1.0291786966582865,-0.59381484860147,4
-0.8225392569403585,-0.5477545118772668,4
-0.8753388544419537,0.04376919038542574,0
1.2076014971472526,0.05351202874195076,0
-0.8170185121224514,-0.20545056125739325,4
0.8494466861015461,-0.2363842960450755,0
0.2764065302046985,0.42758406199625576,5
0.5513532706607622,-0.5589803787241379,1
-1.1473919164034136,0.01629396873813169,0
0.613644206163491,0.7340410195139934,2
-0.40945723537424356,-0.3938958178308278,2
-0.7749301991040167,-0.8813737998395628,3
-0.43590828737630527,-0.7828539195794397,1
0.6417705881146883,-0.7630734498806744,5
0.3068734361414557,0.7726106361230335,4
0.530148734977059,0.6406617849481175,4
-0.5124576063224657,0.8422617896434641,3
-0.9230048523728983,0.7238205916540502,1
1.1554577061060325,-0.1586218930281601,5
0.9514649980240169,0.3215412644939311,3
0.0492437039609152,-0.9665572633076265,2
-0.7747626851366005,0.15139538535350353,0
0.7690983694327448,-0.7364049457927901,1
-1.1259778318962546,0.6226117612546469,5
-0.8030448046839542,-0.2728449479802337,2
-1.0056525177019993,0.07958478296917902,0
